Crop,Provinces,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Palay,Bukidnon,53960,52830,76450,71490,86300,77510,80130,79140,72132,67584,58874,59749,68864,70510,67289,66397,61692,60339,61303,62696,67398,72934,81708,80561,87435,88975,92574,94175,96661,94028,98102,98499,98524.5,100805,100846,105962.32
Palay,Camiguin,980,920,720,710,620,260,480,960,833,743,774,613,756,661,575,476,507,510,463,554,557,606,614,606,637,647,658,651,653,542,592,579,503,563,578,596.75
Palay,Lanao del Norte,26330,25940,25480,22520,27270,21670,29800,37110,41455,44568,43783,45735,45999,48665,54395,56275,51591,47224,41419,37444,39063,39675,40350,37630,39617,40174,40060,40214,40042,40394,40047,40197,39412,40560,39673,42211
Palay,Misamis Occidental,9760,10080,10650,8670,9550,7660,8410,13690,17893,17602,17033,16455,18220,18262,17797,15574,15842,15785,15646,15630,15791,17441,17793,18113,18308,18608,18846,20004,20198,19909,19508,19518,19390,19229,19255,18971.91
Palay,Misamis Oriental,8190,9490,11560,9390,10410,7730,7510,7660,7298,7407,6953,5448,6497,6122,6151,6225,5834,6076,6040,6168,6440,6620,6805,6414,6413,6308,6200,6370,6201,5336,5928,5976,5858,5958,5518,5661.62
Palay,Davao de Oro (Compostela Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24796,25686,25627,24252,25094,23149,22983,23651,24290,24764,25227,25147,26398,24878,25070,25333,27715,27978,29441,31374,31528
Palay,Davao del Norte,63380,69830,75310,80090,76200,41320,53180,54910,57170,57853,56803,52298,51934,52979,53664,30810,32890,32867,32371,30754,27932,28560,29387,28826,31558,33150,32781,31354,28526,26895,28375,29288,29241,29071,30972.6,32751
Palay,Davao del Sur,29220,30080,31930,32400,30220,22860,24030,24800,25806,27349,24535,22019,25140,25055,25080,27177,26616,27068,27066,28415,26117,24709,24875,24974,25896,26215,26377,26550,26460,26675,27029,29203,24814,23955,28950,29746
Palay,Davao Occidental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,692.7,846.98,816.69
Palay,Davao Oriental,8160,9270,8730,13820,12190,9360,10240,10300,11640,13037,14766,10957,14145,14751,15045,15816,15828,15803,15946,16268,14944,15035,14045,13648,14060,14710,14195,14603,15149,15365,16230,15942,16563,15624,15870,15731
Palay,City of Davao,10390,10750,10830,9650,7650,7240,8010,7600,16355,14129,11562,8845,11989,11563,12167,13120,12757,9432,8739,8461,5345,3965,4210,4163,4405,4691,4794,4917,4207,3784,4164,4402,3925,4135,0,0
Palay,Cotabato (North Cotabato),74980,77480,78420,58670,65000,50950,63060,85510,101210,122100,115152,97661,132445,124890,121173,117109,113335,119867,118150,122042,122857,131870,132659,122487,128360,131110,130205,129452,125606,112398,125868,127130,123547,128092,130838,132071
Palay,Sarangani,0,0,0,0,0,0,0,6890,11370,12686,11897,11621,12622,12979,14934,16708,16276,15328,14302,13799,13956,13814,14957,14136,14679,14614,14700,14581,14252,13179,13254,12490,11642,12267.8,12249.97,12434.88
Palay,South Cotabato,48030,56570,52700,40660,47900,52190,58970,49960,61020,93080,90230,66627,98686,88122,78455,78665,74611,82208,76218,74256,78804,84132,83454,78889,83721,84132,87414,87268,85668,79749,92216,90786,81693.02,84862,85318,83851
Palay,Sultan Kudarat,73680,67410,67040,68450,55280,54980,62710,75970,80732,96595,90444,65445,92900,95515,100326,102150,102021,107699,102195,109781,112724,116587,118598,114305,116860,116129,118027,115605,114412,110364,119839,118074.25,107290.75,109465,118069.73,112467
Palay,Agusan del Norte,18660,16130,15540,18410,28650,7960,20610,18280,31268,34676,23913,11468,18703,21868,25349,22785,22110,23414,23985,25499,27207,26545,23482,20434,22727,23120,27268,27469,23363.95,25768,23090,22597,22320.23,20828,20368,22696.1
Palay,Agusan del Sur,16150,13160,16230,18800,14240,14380,17680,35260,49840,45876,38777,37851,42611,44675,45890,45550,41300,43175,43762,47633,52727,58082,56630,58405,66479,79234,90010,87973,75430,72291,80049,81932,71833,85500,80622,87549
Palay,Dinagat Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,3540,2955,2605,2934,2934,2846,2799,3231,3476,2563,2883,2882,3069.38
Palay,Surigao del Norte,13930,19190,19250,18610,20340,18110,17070,17290,31792,30790,26751,20445,27651,26614,26755,27405,27546,26179,25179,26800,26247,26861,27722,20427,23054,22601,22959,22093,20642,18869,17592,19685,20439.69,20188.75,19031,18872
Palay,Surigao del Sur,29250,26910,30200,30150,31470,25800,27210,29420,33430,30186,25667,25148,22960,24128,22661,22294,22965,22580,23840,26126,27263,26771,28533,28061,26637,27481,33388,33701,32848,30349,31241,32592,28211.03,26673.3,24975,27332.54
Palay,Basilan,5360,3780,5770,5090,3860,3690,1800,1370,1344,1962,1632,1859,1929,2302,1942,1487,1393,1510,1435,1240,1270,1850,1330,1888,1453,1547,1817,1546,1201,1070,755,999,565,137,218.05,292.93
Palay,Lanao del Sur,24310,27170,20370,27460,21300,15600,19980,35560,41164,40453,41436,35152,39946,39873,59272,63711,64842,51744,51960,54008,56845,61196,58067,60494,57849,62921,66580,59220,56355,53902,66467,69801,69801,76097,76789,76967
Palay,Maguindanao,39560,59110,64780,64710,31190,32240,65310,105090,107270,112734,95983,76800,105950,102137,98486,103675,100497,127984,141502,136593,137672,134153,142755,142804,138185,136277,156428,154935,135075,156554,152460,154026,136564,156424.44,158510.77,163962.52
Palay,Sulu,8870,8540,7760,8400,8480,8140,8110,6610,7580,6329,5630,4011,4330,4150,3950,3995,3510,3256,3145,3000,2970,2750,2078,1853,1572,1632,1567,1410,1471,1270,1389,1492,1410,513,1117,614
Palay,Tawi-tawi,2040,2330,2330,2330,2330,2330,2330,2670,1605,1731,1840,1602,1780,1466,1235,1205,1290,1651,1693,1670,602,555,530,593,465,424,308,311,247,131,121,17,121,165,141,141
