Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts (2010-)","356","India","5023","Processed","23161.03","Rice, broken","2016","2016","tonnes","675960.41","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5023","Processed","23161.03","Rice, broken","2017","2017","tonnes","609949.25","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5023","Processed","23161.03","Rice, broken","2018","2018","tonnes","874353.49","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5023","Processed","23161.03","Rice, broken","2019","2019","tonnes","1010326.58","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5023","Processed","23161.03","Rice, broken","2020","2020","tonnes","1018048.65","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","23161.03","Rice, broken","2014","2014","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","23161.03","Rice, broken","2015","2015","tonnes","66005","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","23161.03","Rice, broken","2016","2016","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","23161.03","Rice, broken","2017","2017","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","23161.03","Rice, broken","2018","2018","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","23161.03","Rice, broken","2019","2019","tonnes","-191634","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","23161.03","Rice, broken","2020","2020","tonnes","-409806","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2010","2010","tonnes","3912423","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2011","2011","tonnes","4002208","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2012","2012","tonnes","3327822","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2013","2013","tonnes","3311444","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2014","2014","tonnes","3416981.55","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2015","2015","tonnes","3751184.89","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2016","2016","tonnes","3521999.52","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2017","2017","tonnes","3179674.59","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2018","2018","tonnes","2775000","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2019","2019","tonnes","3910967.7","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2020","2020","tonnes","3071187.52","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2010","2010","kcal/capita/day","31","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2011","2011","kcal/capita/day","32","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2012","2012","kcal/capita/day","26","I","Imputed value"
