Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2020","2020","tonnes","14301.64","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2010","2010","kcal/capita/day","2","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2011","2011","kcal/capita/day","2","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2012","2012","kcal/capita/day","2","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2013","2013","kcal/capita/day","1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2014","2014","kcal/capita/day","1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2015","2015","kcal/capita/day","2","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2016","2016","kcal/capita/day","1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2017","2017","kcal/capita/day","1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2018","2018","kcal/capita/day","1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2019","2019","kcal/capita/day","1.26","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2020","2020","kcal/capita/day","1.29","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2010","2010","g/capita/day","1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2011","2011","g/capita/day","1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2012","2012","g/capita/day","1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2013","2013","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2014","2014","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2015","2015","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2016","2016","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2017","2017","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2018","2018","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2019","2019","g/capita/day","0.35","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2020","2020","g/capita/day","0.36","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5510","Production","39130.01","Rice, gluten","2010","2010","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5510","Production","39130.01","Rice, gluten","2011","2011","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5510","Production","39130.01","Rice, gluten","2012","2012","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5510","Production","39130.01","Rice, gluten","2013","2013","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","39130.01","Rice, gluten","2014","2014","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","39130.01","Rice, gluten","2015","2015","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","39130.01","Rice, gluten","2016","2016","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","39130.01","Rice, gluten","2017","2017","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","39130.01","Rice, gluten","2018","2018","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","39130.01","Rice, gluten","2019","2019","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","39130.01","Rice, gluten","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5113","Opening stocks","23161.02","Rice, milled","2010","2010","tonnes","0","E","Estimated value"
